;JKSE.Open;JKSE.High;JKSE.Low;JKSE.Close;JKSE.Volume;JKSE.Adjusted
08/02/2000;637.955017;639.752014;627.203979;629.900024;4267400;629.900024
09/02/2000;631.426025;632.450989;626.085999;632.450989;8965100;632.450989
10/02/2000;631.40802;642.138;630.025024;639.252991;22673200;639.252991
11/02/2000;639.051025;640.934021;630.653992;635.078003;12484900;635.078003
14/02/2000;634.624023;638.091003;632.096985;633.715027;8869800;633.715027
15/02/2000;634.674988;641.606018;634.674988;636.89502;6730200;636.89502
16/02/2000;637.28302;637.28302;618.903015;621.901978;6584900;621.901978
17/02/2000;621.323975;623.703003;595.116028;600.174011;6388600;600.174011
18/02/2000;600.057007;604.575012;577.958984;599.572998;4987800;599.572998
21/02/2000;599.572998;599.572998;589.768982;592.987976;3970400;592.987976
22/02/2000;593.052002;596.114014;580.517029;583.419983;3728800;583.419983
23/02/2000;583.551025;591.786011;580.84198;584.427979;3912000;584.427979
24/02/2000;584.687988;587.281982;570.97998;573.487;3614400;573.487
25/02/2000;573.781982;575.664001;565.346985;568.554993;3225700;568.554993
28/02/2000;568.166016;579.492004;567.151978;576.541992;3440800;576.541992
29/02/2000;NA;NA;NA;NA;NA;NA
01/03/2000;577.786011;581.932983;561.713989;565.478027;5175200;565.478027
02/03/2000;565.481018;565.481018;543.281006;546.528015;4226200;546.528015
03/03/2000;547.328979;548.552979;528.203979;548.552979;4418400;548.552979
06/03/2000;549.453979;571.56897;549.453979;566.710022;6469200;566.710022
07/03/2000;565.948975;565.948975;555.452026;562.758972;5288400;562.758972
08/03/2000;562.177979;571.109009;552.005005;570.052002;5105500;570.052002
09/03/2000;570.525024;589.822021;570.525024;585.179993;7215800;585.179993
10/03/2000;587.088013;598.039001;587.088013;596.182007;6034600;596.182007
13/03/2000;596.182007;599.822021;583.578979;587.575989;4511900;587.575989
14/03/2000;587.844971;590.184998;580.853027;585.921021;2187300;585.921021
15/03/2000;585.622986;587.658997;579.627991;586.869019;3257100;586.869019
16/03/2000;NA;NA;NA;NA;NA;NA
17/03/2000;588.317017;598.409973;587.580017;590.85199;3974500;590.85199
20/03/2000;590.713013;590.713013;581.327026;584.875977;2483200;584.875977
21/03/2000;584.789001;585.005981;575.401001;578.965027;2467400;578.965027
22/03/2000;579.575012;586.86499;579.575012;586.86499;3875900;586.86499
23/03/2000;586.870972;593.203979;582.679016;586.007019;4339300;586.007019
24/03/2000;586.612976;589.031982;578.059021;581.473022;4903500;581.473022
27/03/2000;581.836975;585.237;579.684998;585.237;2628500;585.237
28/03/2000;585.268005;588.731995;582.216003;588.731995;3779900;588.731995
29/03/2000;588.429993;591.679016;586.544983;591.679016;6757200;591.679016
30/03/2000;591.679016;593.398987;581.833984;583.276001;6688700;583.276001
31/03/2000;NA;NA;NA;NA;NA;NA
03/04/2000;583.546997;583.565979;566.525024;570.901001;2897300;570.901001
04/04/2000;NA;NA;NA;NA;NA;NA
05/04/2000;570.874023;570.874023;556.596985;564.182007;2770800;564.182007
06/04/2000;NA;NA;NA;NA;NA;NA
07/04/2000;564.625977;570.815002;564.625977;570.815002;2238300;570.815002
10/04/2000;571.08197;571.419983;566.640015;569.617004;1713600;569.617004
11/04/2000;569.674988;569.73999;561.833984;569.73999;2645600;569.73999
12/04/2000;569.896973;570.02301;561.101013;564.737;2150800;564.737
13/04/2000;564.737;565.84198;562.27301;565.106995;2718000;565.106995
14/04/2000;565.088989;565.291016;553.54303;556.788025;3030000;556.788025
17/04/2000;554.080994;554.080994;524.353027;529.263;8658600;529.263
18/04/2000;530.062012;536.622009;525.768982;528.258972;3961700;528.258972
19/04/2000;528.20697;530.961975;524.807983;526.299988;4194800;526.299988
20/04/2000;526.299988;526.395996;519.213013;526.395996;2201000;526.395996
21/04/2000;NA;NA;NA;NA;NA;NA
24/04/2000;526.078979;530.848999;524.44397;530.848999;1693500;530.848999
25/04/2000;529.731018;529.731018;515.619995;519.04303;2908500;519.04303
26/04/2000;518.869019;524.263;510.066986;524.078003;3425100;524.078003
27/04/2000;523.664001;523.664001;519.179016;521.619995;1962700;521.619995
28/04/2000;521.635986;526.737;517.966003;526.737;2651600;526.737
01/05/2000;526.83197;526.869995;521.505981;524.609009;1318300;524.609009
02/05/2000;524.552979;531.254028;523.88501;531.254028;2978200;531.254028
03/05/2000;531.270996;539.809021;529.106018;535.310974;2901700;535.310974
04/05/2000;535.310974;539.77301;533.130005;538.966003;2740700;538.966003
05/05/2000;539.049011;545.609985;539.049011;545.609985;2448700;545.609985
08/05/2000;545.388977;553.851013;545.388977;550.328979;2665400;550.328979
09/05/2000;550.622009;550.767029;537.887024;547.671997;1929800;547.671997
10/05/2000;547.671997;548.23999;544.04303;548.23999;1945600;548.23999
11/05/2000;546.726013;546.726013;527.432983;529.200989;2502300;529.200989
12/05/2000;529.400024;532.307983;517.432007;526.877014;2240400;526.877014
15/05/2000;526.588989;526.588989;512.783997;516.429993;1805100;516.429993
16/05/2000;515.872009;516.30603;495.200989;497.819;3678500;497.819
17/05/2000;497.819;514.851013;497.819;514.851013;3434800;514.851013
18/05/2000;NA;NA;NA;NA;NA;NA
19/05/2000;514.924988;515.338013;506.158997;509.404999;2287400;509.404999
22/05/2000;507.819;507.819;496.802002;499.768005;2452400;499.768005
23/05/2000;499.502014;499.967987;492.997009;495.51001;2857100;495.51001
24/05/2000;495.204987;495.204987;487.821991;493.20401;2254200;493.20401
25/05/2000;493.705994;497.911987;487.707001;490.682007;2499400;490.682007
26/05/2000;489.716003;489.716003;474.630005;482.072998;4942700;482.072998
29/05/2000;481.179993;481.179993;457.980988;461.389008;4986800;461.389008
30/05/2000;461.105988;468.708008;441.635986;468.708008;5378700;468.708008
31/05/2000;469.407013;474.317993;452.795013;454.326996;7688100;454.326996
01/06/2000;NA;NA;NA;NA;NA;NA
02/06/2000;454.993011;459.143005;440.463013;444.447998;4888100;444.447998
05/06/2000;446.041992;454.700989;446.041992;453.945007;2727800;453.945007
06/06/2000;453.144012;453.144012;444.916992;452.761993;2066700;452.761993
07/06/2000;451.901001;459.460999;445.516998;459.460999;2689200;459.460999
08/06/2000;460.743988;478.209015;459.963989;478.209015;6478600;478.209015
09/06/2000;478.792999;484.274994;472.218994;477.928009;5284100;477.928009
12/06/2000;478.627991;484.390991;473.471985;476.03299;3259700;476.03299
13/06/2000;476.03299;476.03299;465.855988;468.362;2270000;468.362
14/06/2000;468.376007;475.933014;466.096985;475.933014;2345200;475.933014
15/06/2000;NA;NA;NA;NA;NA;NA
16/06/2000;475.898987;484.020996;475.699005;484.020996;3365100;484.020996
19/06/2000;484.020996;491.278015;481.829987;490.687988;7795500;490.687988
20/06/2000;490.916992;492.733002;484.01001;490.121002;6012100;490.121002
21/06/2000;490.026001;494.492004;484.669006;494.492004;3963100;494.492004
22/06/2000;494.320007;504.40799;492.522003;501.80899;5716100;501.80899
23/06/2000;501.97699;503.144989;495.165009;503.144989;3984100;503.144989
26/06/2000;503.345001;514.825989;503.345001;507.505005;6344300;507.505005
27/06/2000;507.868988;512.320984;499.463989;502.050995;3211300;502.050995
28/06/2000;502.114014;510.118011;501.201996;510.118011;5009100;510.118011
29/06/2000;510.240997;513.268005;508.692993;512.596985;5279500;512.596985
30/06/2000;512.174988;515.109985;507.567993;515.109985;2464400;515.109985
03/07/2000;514.65802;514.65802;496.45401;503.855988;4226100;503.855988
04/07/2000;503.471985;509.384003;493.703003;509.264008;3631300;509.264008
05/07/2000;508.429993;516.495972;505.588013;512.466003;6624500;512.466003
06/07/2000;512.405029;516.633972;511.658997;513.43103;3986700;513.43103
07/07/2000;513.43103;513.892029;505.144012;508.108002;3661200;508.108002
10/07/2000;508.352997;511.138;505.308014;508.467987;4146600;508.467987
11/07/2000;509.02301;512.617004;508.696991;512.617004;3524500;512.617004
12/07/2000;512.612976;514.58197;509.945007;510.985992;7038000;510.985992
13/07/2000;511.091003;511.834991;504.506989;505.92099;7190500;505.92099
14/07/2000;505.947998;507.43399;502.140991;504.114014;4344500;504.114014
17/07/2000;504.210999;508.604004;504.210999;506.802002;1923000;506.802002
18/07/2000;506.871002;507.045013;504.626007;507.045013;1887300;507.045013
19/07/2000;507.088013;513.778015;507.088013;513.778015;4223100;513.778015
20/07/2000;513.822021;517.88501;509.859985;513.393005;4796800;513.393005
21/07/2000;513.934021;514.362;508.058014;508.794006;4366500;508.794006
24/07/2000;508.871002;512.273987;505.998993;506.940002;6697800;506.940002
25/07/2000;506.903015;506.903015;498.980988;499.677002;3382400;499.677002
26/07/2000;499.635986;499.635986;494.662994;496.69101;1763100;496.69101
27/07/2000;496.513;499.178986;494.838013;499.178986;2652700;499.178986
28/07/2000;499.377014;500.618988;497.748993;498.803986;3082500;498.803986
31/07/2000;498.709015;498.709015;489.35199;492.192993;2240600;492.192993
01/08/2000;492.192993;496.733002;487.924011;489.677002;2907700;489.677002
02/08/2000;489.80899;491.237;487.20401;490.437012;4438600;490.437012
03/08/2000;490.481995;495.632996;490.481995;491.992004;5116700;491.992004
04/08/2000;491.970001;494.932007;491.970001;494.160004;3333500;494.160004
07/08/2000;494.178009;494.319;489.324005;490.544006;2875600;490.544006
08/08/2000;490.518005;491.515015;483.045013;485.079987;3498500;485.079987
09/08/2000;485.06601;486.309998;482.19101;483.350006;4221100;483.350006
10/08/2000;483.723999;490.923004;483.723999;488.618988;9680300;488.618988
11/08/2000;490.696014;505.790985;490.071014;505.790985;6696600;505.790985
14/08/2000;506.390991;510.157013;502.166992;504.066986;7017500;504.066986
15/08/2000;504.15799;505.052002;500.61499;501.57901;6671700;501.57901
16/08/2000;501.561005;501.561005;495.157013;496.399994;7061900;496.399994
17/08/2000;NA;NA;NA;NA;NA;NA
18/08/2000;496.399994;496.399994;492.808014;494.187988;2971000;494.187988
21/08/2000;494.164001;499.678986;492.75;497.394012;6648900;497.394012
22/08/2000;497.290009;502.579987;497.290009;500.098999;6601500;500.098999
23/08/2000;500.243988;503.395996;499.549011;503.395996;6103000;503.395996
24/08/2000;501.540985;501.540985;480.419006;482.653015;6102900;482.653015
25/08/2000;482.653992;486.907013;482.653992;486.907013;5159000;486.907013
28/08/2000;486.96701;489.063995;480.70401;481.666992;6505700;481.666992
29/08/2000;481.437012;481.437012;469.748993;470.838013;6804900;470.838013
30/08/2000;470.798004;470.798004;459.643005;469.061005;5611200;469.061005
31/08/2000;469.067993;470.328003;462.515991;466.380005;7827300;466.380005
01/09/2000;466.380005;474.770996;466.380005;470.415009;6303900;470.415009
04/09/2000;470.76001;475.781006;470.76001;475.355988;5429800;475.355988
05/09/2000;475.377014;478.421997;473.518005;478.421997;4418100;478.421997
06/09/2000;478.502014;478.945007;474.735992;475.54599;5040100;475.54599
07/09/2000;475.348999;475.348999;468.889008;472.598999;4086700;472.598999
08/09/2000;472.835999;473.106995;470.087006;470.924988;2836900;470.924988
11/09/2000;470.946014;470.946014;461.906006;462.537994;3316500;462.537994
12/09/2000;462.352997;462.352997;449.175995;451.045013;4877300;451.045013
13/09/2000;449.725006;449.725006;441.645996;442.091003;3783200;442.091003
14/09/2000;NA;NA;NA;NA;NA;NA
15/09/2000;NA;NA;NA;NA;NA;NA
18/09/2000;440.916992;440.916992;408.582001;411.03299;6860800;411.03299
19/09/2000;409.321991;425.127991;408.221008;425.127991;8128700;425.127991
20/09/2000;425.371002;428.45401;418.550995;419.35199;7741200;419.35199
21/09/2000;419.115997;420.149994;415.25;417.678009;3846700;417.678009
22/09/2000;417.39801;417.39801;405.20401;406.915009;4958800;406.915009
25/09/2000;407.233002;415.144989;407.233002;410.89801;3055100;410.89801
26/09/2000;410.548004;411.854004;408.416992;411.854004;2314200;411.854004
27/09/2000;411.821014;411.821014;406.795013;410.131012;1962700;410.131012
28/09/2000;410.131012;415.52301;407.709015;415.52301;5072300;415.52301
29/09/2000;417.328003;423.687988;417.328003;421.335999;4651600;421.335999
02/10/2000;421.160004;432.239014;421.072998;432.239014;3486700;432.239014
03/10/2000;432.263;432.497009;425.382996;427.710999;4589700;427.710999
04/10/2000;427.639008;427.639008;415.769012;418.829987;5404100;418.829987
05/10/2000;418.865997;425.846985;418.783997;423.895996;5792500;423.895996
06/10/2000;423.920013;424.109009;421.020996;421.996002;4652400;421.996002
09/10/2000;420.520996;420.520996;413.238007;415.364014;3102600;415.364014
10/10/2000;415.218994;415.218994;410.192993;412.915009;3387000;412.915009
11/10/2000;412.177002;413.917999;409.252991;412.329987;3614900;412.329987
12/10/2000;411.970001;414.27301;408.024994;408.424011;4921700;408.424011
13/10/2000;406.071014;408.200012;400.569;408.200012;3380100;408.200012
16/10/2000;408.747009;415.112;408.747009;411.75;14998400;411.75
17/10/2000;412.127014;420.657013;412.127014;417.438995;10139100;417.438995
18/10/2000;418.026001;420.868011;416.109985;416.947998;6858200;416.947998
19/10/2000;416.980988;422.733002;413.640991;422.733002;5531800;422.733002
20/10/2000;426.996002;430.855011;419;420.330994;5082700;420.330994
23/10/2000;420.817993;424.003998;415.717987;417.450989;2747000;417.450989
24/10/2000;417.07901;419.790009;416.46701;418.640991;2147700;418.640991
25/10/2000;NA;NA;NA;NA;NA;NA
26/10/2000;418.199005;418.199005;411.770996;414.160004;1793700;414.160004
27/10/2000;414.160004;414.39801;409.897003;411.842987;4399500;411.842987
30/10/2000;411.787994;411.787994;401.687012;404.11499;4043200;404.11499
31/10/2000;403.63501;405.346985;399.072998;405.346985;4338100;405.346985
01/11/2000;406.894989;411.252014;406.894989;409.362;3515000;409.362
02/11/2000;409.346985;409.346985;405.566986;407.960999;2388700;407.960999
03/11/2000;409.098999;410.173004;406.90799;409.834015;1804200;409.834015
06/11/2000;409.95401;416.256012;409.95401;415.266998;2076200;415.266998
07/11/2000;415.410004;421.03299;415.410004;421.03299;3905400;421.03299
08/11/2000;420.953003;428.313995;418.144989;426.075989;5890100;426.075989
09/11/2000;425.540009;428.035004;419.26001;421.471985;3967700;421.471985
10/11/2000;421.57901;426.970001;420.332001;426.970001;2905200;426.970001
13/11/2000;426.838013;426.838013;421.786011;423.664001;2888600;423.664001
14/11/2000;423.687012;427.268005;420.380005;425.609985;4333100;425.609985
15/11/2000;426.57901;428.565002;417.46701;418.718994;4101800;418.718994
16/11/2000;418.682007;419.946014;416.343994;416.980988;3360400;416.980988
17/11/2000;417.042999;421.143005;417.042999;421.143005;3214600;421.143005
20/11/2000;421.118011;426.937012;421.071991;426.292999;4988400;426.292999
21/11/2000;426.285004;428.082001;423.856995;425.515991;3619600;425.515991
22/11/2000;425.395996;434.084991;425.395996;431.701996;5323500;431.701996
23/11/2000;431.790009;435.70401;429.569;433.548004;4863100;433.548004
24/11/2000;433.492004;436.121002;431.834991;434.210999;3159100;434.210999
27/11/2000;434.296997;435.588989;428.10199;431.23999;2337000;431.23999
28/11/2000;430.040985;430.040985;424.475006;426.942993;2043200;426.942993
29/11/2000;426.355011;426.355011;422.179993;425.302002;1800300;425.302002
30/11/2000;425.302002;429.213989;424.230011;429.213989;3671500;429.213989
01/12/2000;428.27301;428.59201;426.053986;427.552002;3000900;427.552002
04/12/2000;427.59201;431.138;427.59201;429.903992;3401900;429.903992
05/12/2000;429.660004;431.434998;428.429993;431.434998;4679100;431.434998
06/12/2000;433.931;435.292999;431.756989;433.721985;4017400;433.721985
07/12/2000;432.785004;435.641998;430.772003;435.641998;6859600;435.641998
08/12/2000;436.11499;438.59201;429.747986;431.808014;2402700;431.808014
11/12/2000;432.164001;432.164001;419.520996;421.472992;4599300;421.472992
12/12/2000;421.917999;423.748993;412.65799;415.177002;2827300;415.177002
13/12/2000;415.243011;420.437988;414.578003;420.437988;2584900;420.437988
14/12/2000;420.190002;423.662994;416.216003;419.196014;3524400;419.196014
15/12/2000;418.178009;423.68399;417.002014;423.68399;3913500;423.68399
18/12/2000;423.779999;424.731995;416.078003;418.553009;2856000;418.553009
19/12/2000;418.571991;420.445007;416.634003;418.78299;2457400;418.78299
20/12/2000;418.893005;420.537994;412.037994;414.869995;2310200;414.869995
21/12/2000;414.528015;415.178986;410.938995;415.102997;2059800;415.102997
22/12/2000;414.317993;418.815002;412.532013;416.321014;2050800;416.321014
25/12/2000;NA;NA;NA;NA;NA;NA
26/12/2000;NA;NA;NA;NA;NA;NA
27/12/2000;NA;NA;NA;NA;NA;NA
28/12/2000;NA;NA;NA;NA;NA;NA
29/12/2000;NA;NA;NA;NA;NA;NA
01/01/2001;NA;NA;NA;NA;NA;NA
02/01/2001;415.372009;415.372009;407.596985;410.204987;843700;410.204987
03/01/2001;409.601013;409.601013;402.381989;405.82901;1825000;405.82901
04/01/2001;407.269989;409.957001;405.270996;409.826996;3289300;409.826996
05/01/2001;410.899994;418.820007;410.899994;418.820007;6210600;418.820007
08/01/2001;418.747986;418.747986;413.153015;415.765991;3666200;415.765991
09/01/2001;415.765991;418.973999;412.959015;415.27301;4371400;415.27301
10/01/2001;415.325989;418.229004;414.59201;417.519012;4218000;417.519012
11/01/2001;416.944;416.944;408.083008;410.381012;2815800;410.381012
12/01/2001;409.782013;411.183014;404.731995;407.36499;6231700;407.36499
15/01/2001;407.686005;412.806;407.686005;411.976013;5463000;411.976013
16/01/2001;411.976013;415.210999;411.976013;415.088989;9510200;415.088989
17/01/2001;415.841003;418.397003;410.401001;414.665009;3875800;414.665009
18/01/2001;416.03299;417.588989;414.122009;416.345001;8992000;416.345001
19/01/2001;416.402008;416.402008;409.097992;411.558014;4991800;411.558014
22/01/2001;412.59201;417.90799;412.59201;417.90799;3624200;417.90799
23/01/2001;415.678009;416.583008;413.657013;415.743011;2837000;415.743011
24/01/2001;415.546997;416.96701;413.86499;416.96701;1379100;416.96701
25/01/2001;416.997986;418.286987;415.539001;417.130005;3101300;417.130005
26/01/2001;417.130005;417.130005;414.697998;416.787994;5595700;416.787994
29/01/2001;416.001007;416.001007;408.501007;413.052002;10312000;413.052002
30/01/2001;413.052002;416.325012;413.052002;416.325012;3895900;416.325012
31/01/2001;416.850006;425.614014;416.182007;425.614014;9848600;425.614014
01/02/2001;426.265991;430.894989;422.303009;430.580994;7425200;430.580994
02/02/2001;431.093994;454.298004;430.661011;451.979004;16324700;451.979004
05/02/2001;461.134003;469.812012;456.334991;458.951996;15298400;458.951996
06/02/2001;456.64801;456.64801;447.700989;450.109985;8980600;450.109985
07/02/2001;449.382996;449.382996;438.673004;444.333008;6750500;444.333008
08/02/2001;444.156006;445.45401;438.122009;440.776001;6652700;440.776001
09/02/2001;440.645996;440.645996;422.894989;427.914001;5066900;427.914001
12/02/2001;427.914001;427.914001;421.437012;424.464996;3611400;424.464996
13/02/2001;424.464996;428.617004;424.277008;426.171997;6070300;426.171997
14/02/2001;425.489014;425.489014;420.807007;423.213989;1684000;423.213989
15/02/2001;427.699005;441.02301;427.699005;440.222992;9789400;440.222992
16/02/2001;439.187012;439.484985;430.812988;432.07901;4848800;432.07901
19/02/2001;430.540985;436.946014;429.94101;435.139008;3451500;435.139008
20/02/2001;435.338989;436.312988;431.800995;433.681;3617400;433.681
21/02/2001;434.178009;442.515991;434.178009;439.903015;4996800;439.903015
22/02/2001;440.424988;440.424988;435.699005;437.029999;2850200;437.029999
23/02/2001;436.013;439.106995;434.957001;438.645996;4208800;438.645996
26/02/2001;438.171997;438.171997;429.661987;432.149994;2356300;432.149994
27/02/2001;432.149994;435.134003;429.678986;433.308014;3115900;433.308014
28/02/2001;432.678009;432.678009;426.157013;428.303009;3128900;428.303009
01/03/2001;426.644989;426.644989;422.40799;424.029999;3279300;424.029999
02/03/2001;423.596008;429.303009;423.304993;426.127014;3459900;426.127014
05/03/2001;NA;NA;NA;NA;NA;NA
06/03/2001;425.856995;431.518005;425.856995;431.518005;3102200;431.518005
07/03/2001;431.734985;435.375;429;430.549988;3252300;430.549988
08/03/2001;430.549988;432.964996;426.763;428.036011;1967400;428.036011
09/03/2001;427.906006;427.906006;412.744995;414.105988;4469600;414.105988
12/03/2001;411.877014;411.877014;391.196991;396.610992;6180600;396.610992
13/03/2001;391.885986;392.773987;383.648987;385.906006;7334400;385.906006
14/03/2001;387.690002;394.899994;387.690002;389.192993;4154100;389.192993
15/03/2001;386.14801;386.924988;381.516998;386.863007;4827400;386.863007
16/03/2001;387.591003;388.237;378.425995;380.515015;5167300;380.515015
19/03/2001;378.806;378.806;364.686005;367.141998;4749300;367.141998
20/03/2001;367.141998;367.886993;358.205994;360.449005;6302600;360.449005
21/03/2001;359.399994;369.075012;352.67099;369.075012;11898900;369.075012
22/03/2001;366.653015;367.708008;360.807007;363.182007;19105700;363.182007
23/03/2001;362.050995;371.471985;362.050995;371.471985;12217200;371.471985
26/03/2001;NA;NA;NA;NA;NA;NA
27/03/2001;371.600006;376.621002;367.674011;369.303009;6796500;369.303009
28/03/2001;369.248993;375.179993;368.98999;375.179993;8288800;375.179993
29/03/2001;374.233002;381.77301;372.306;381.77301;5994300;381.77301
30/03/2001;383.876007;387.889008;379.68399;381.049988;4624900;381.049988
02/04/2001;381.04599;381.263;374.369995;375.032013;5068000;375.032013
03/04/2001;374.056;374.056;369.747986;372.653015;6540000;372.653015
04/04/2001;371.308014;371.308014;365.026001;367.40799;5560100;367.40799
05/04/2001;367.350006;368.921997;361.312988;362.467987;7787600;362.467987
06/04/2001;364.062988;367.549011;363.532013;364.342987;4124700;364.342987
09/04/2001;363.315002;364.738007;361.221008;362.276001;4898200;362.276001
10/04/2001;362.290009;369.332001;362.290009;369.196991;6086800;369.196991
11/04/2001;371.596985;373.845001;364.96701;367.156006;4239300;367.156006
12/04/2001;367.688995;368.854004;364.609985;365.983002;2594800;365.983002
13/04/2001;NA;NA;NA;NA;NA;NA
16/04/2001;365.821991;365.821991;361.588989;363.210999;2994900;363.210999
17/04/2001;363.566986;363.566986;358.115997;360.036987;4705200;360.036987
18/04/2001;360.157013;360.699005;354.203003;356.230011;3732600;356.230011
19/04/2001;357.286011;359.977997;345.518005;349.308014;5037600;349.308014
20/04/2001;348.377991;348.377991;338.178986;342.858002;5864700;342.858002
23/04/2001;342.322998;346.407013;340.154999;346.407013;5379800;346.407013
24/04/2001;346.626007;348.098999;345.313995;348.098999;4739800;348.098999
25/04/2001;348.110992;353.735992;348.110992;353.181;7304700;353.181
26/04/2001;352.423004;352.423004;349.306;351.335999;3699500;351.335999
27/04/2001;350.31601;351.786011;345.572998;351.562012;5261300;351.562012
30/04/2001;351.63501;358.231995;350.175995;358.231995;4904800;358.231995
01/05/2001;359.402008;365.789001;357.809998;362.227997;10001700;362.227997
02/05/2001;362.790985;366.39801;361.662994;362.721985;5127600;362.721985
03/05/2001;362.760986;373.726013;362.283997;371.938995;7538800;371.938995
04/05/2001;371.989014;377.196014;370.708008;375.558014;6771500;375.558014
07/05/2001;NA;NA;NA;NA;NA;NA
08/05/2001;375.854004;377.459015;371.11499;372.973999;4880800;372.973999
09/05/2001;372.127014;372.127014;367.015991;372.110992;3160500;372.110992
10/05/2001;372.178009;374.050995;367.428009;369.03299;5611800;369.03299
11/05/2001;368.710999;370.359009;366.740997;370.359009;6084100;370.359009
14/05/2001;370.432007;370.919006;367.859009;368.282013;3510100;368.282013
15/05/2001;367.731995;370.876007;367.345001;370.876007;3606000;370.876007
16/05/2001;371.07901;376.364014;371.07901;376.227997;7958500;376.227997
17/05/2001;376.877991;379.520996;375.278992;376.701996;7742000;376.701996
18/05/2001;376.996002;376.996002;374.36499;376.79599;3484500;376.79599
21/05/2001;376.204987;380.380005;373.377014;380.380005;3510600;380.380005
22/05/2001;380.437012;382.372009;378.109009;379.670013;5246000;379.670013
23/05/2001;379.34201;380.678986;377.846985;380.678986;2540300;380.678986
24/05/2001;NA;NA;NA;NA;NA;NA
25/05/2001;380.700012;390.244995;380.130005;390.123993;5295000;390.123993
28/05/2001;391.928009;394.428986;387.644012;392.787994;5509500;392.787994
29/05/2001;392.755005;406.537994;392.755005;406.384003;16025400;406.384003
30/05/2001;406.553009;414.136993;403.372009;408.927002;18362400;408.927002
31/05/2001;409.423004;412.717987;404.022003;405.863007;14076100;405.863007
01/06/2001;405.78299;408.783997;393.562988;396.514008;9669500;396.514008
04/06/2001;NA;NA;NA;NA;NA;NA
05/06/2001;394.941986;396.459991;386.497009;396.459991;7456200;396.459991
06/06/2001;397.617004;400.481995;395.77301;397.60199;9145000;397.60199
07/06/2001;396.856995;399.669006;394.882996;397.963989;6509000;397.963989
08/06/2001;397.938995;399.237;396.925995;398.811005;4091500;398.811005
11/06/2001;398.882996;404.479004;397.707001;404.479004;5934500;404.479004
12/06/2001;405.667999;417.049011;404.537994;417.049011;9973400;417.049011
13/06/2001;417.772003;419.328003;414.806;417.083008;5494000;417.083008
14/06/2001;416.40799;419.131012;413.825012;416.737;6136900;416.737
15/06/2001;416.127991;417.562012;414.223999;417.562012;8671700;417.562012
18/06/2001;416.578003;421.472992;415.239014;421.472992;4311000;421.472992
19/06/2001;421.457001;426.269989;421.309998;424.041992;4700600;424.041992
20/06/2001;423.709015;432.321014;423.709015;432.321014;5110400;432.321014
21/06/2001;432.721985;435.210999;427.582001;435.210999;8386500;435.210999
22/06/2001;435.402008;437.595001;432.735992;437.595001;5016300;437.595001
25/06/2001;437.595001;440.045013;434.317993;435.752014;4432800;435.752014
26/06/2001;435.196991;439.036987;434.958008;438.406006;8248200;438.406006
27/06/2001;438.464996;438.464996;433.403992;436.125;9717600;436.125
28/06/2001;436.036011;436.036011;423.888;428.473999;9646900;428.473999
29/06/2001;428.278992;437.619995;427.10199;437.619995;7250400;437.619995
02/07/2001;437.309998;437.309998;430.149994;431.335999;2864200;431.335999
03/07/2001;431.290985;433.429993;427.447998;428.654999;5997800;428.654999
04/07/2001;429.365997;429.365997;426.501007;429.006989;5828400;429.006989
05/07/2001;428.917999;431.627014;427.872009;431.005005;3198300;431.005005
06/07/2001;430.89801;432.877991;428.610992;432.877991;7230600;432.877991
09/07/2001;432.002991;434.798004;430.28299;434.537994;13562200;434.537994
10/07/2001;434.554993;437.475006;430.598999;435.604004;16116400;435.604004
11/07/2001;435.397003;437.744995;433.062012;437.427002;13932300;437.427002
12/07/2001;437.64801;443.898987;437.64801;441.466003;20033700;441.466003
13/07/2001;441.696014;448.281006;441.696014;446.127991;12112000;446.127991
16/07/2001;446.269989;449.575989;440.378998;443.324005;6587200;443.324005
17/07/2001;443.471008;446.595001;440.303986;446.445007;7004500;446.445007
18/07/2001;446.786011;453.300995;446.786011;453.300995;8104600;453.300995
19/07/2001;453.322998;463.898987;453.317993;463.260986;18280900;463.260986
20/07/2001;464.287994;466.105988;458.388;460.90799;15191100;460.90799
23/07/2001;463.359009;478.368011;463.359009;470.229004;29457400;470.229004
24/07/2001;472.178986;472.178986;454.832001;457.917999;22755300;457.917999
25/07/2001;456.776001;456.776001;444.970001;447.625;14623000;447.625
26/07/2001;447.941986;453.838989;441.971008;443.694;10398100;443.694
27/07/2001;443.695007;447.381012;440.01001;447.381012;5863600;447.381012
30/07/2001;447.46701;451.273987;446.561005;449.19101;8052100;449.19101
31/07/2001;448.871002;449.132996;441.395996;444.080994;6193500;444.080994
01/08/2001;443.54599;444.760986;441.475006;443.194;4629100;443.194
02/08/2001;443.269012;443.562988;433.985992;436.460999;5233700;436.460999
03/08/2001;436.460999;436.460999;430.464996;435.149994;3524400;435.149994
06/08/2001;435.149994;435.149994;428.278015;430.809998;4694200;430.809998
07/08/2001;429.787994;434.705994;427.876007;432.936005;4851200;432.936005
08/08/2001;432.390991;442.526001;432.065002;442.526001;7137000;442.526001
09/08/2001;443.553009;446.135986;428.677002;430.692993;9459400;430.692993
10/08/2001;430.759003;436.756989;430.759003;435.674011;3715000;435.674011
13/08/2001;436.118011;442.529999;436.118011;441.181;6441100;441.181
14/08/2001;442.401001;444.312988;439.053986;441.897003;7034000;441.897003
15/08/2001;441.846985;441.846985;434.471985;436.406006;3729600;436.406006
